conference#Conference_contribution	conference#Conference_contribution -> conference#Conference_document	 	conference#is_submitted_at -> conference#Conference_volume, conference#has_contributions -> conference#Conference_volume	 	iasted#Conference_hall	iasted#Conference_hall -> iasted#Place	 	iasted#is_situated_in -> iasted#Conference_building, iasted#speak_in -> iasted#Plenary_lecture_speaker, iasted#speak_in -> iasted#Tutorial_speaker	 	1.232
cmt#Author	cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	cmt#AuthorNotReviewer, cmt#Co-author	cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper	 	ekaw#Review	ekaw#Review -> ekaw#Document	ekaw#Negative_Review, ekaw#Neutral_Review, ekaw#Positive_Review	ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper	 	1.231
cmt#Review	cmt#Review -> cmt#Document	cmt#Meta-Review	cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer, cmt#endReview -> cmt#ProgramCommitteeChair	 	conference#Reviewed_contribution	conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	conference#Accepted_contribution, conference#Rejected_contribution	conference#has_a_review -> conference#Review, conference#reviews -> conference#Review	 	1.23
edas#WithdrawnPaper	edas#WithdrawnPaper -> edas#Paper -> edas#Document	 	 	 	ekaw#Assigned_Paper	ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	1.23
cmt#User	cmt#User -> cmt#Person	cmt#Administrator, cmt#Reviewer, cmt#Author	 	 	confOf#Participant	confOf#Participant -> confOf#Person	confOf#Student, confOf#Member	 	confOf#earlyRegistration -> confOf#boolean	1.229
edas#SessionChair	edas#SessionChair -> edas#Person	 	edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper, edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call	 	iasted#Session_room	iasted#Session_room -> iasted#Place	 	iasted#is_held_in -> iasted#Session, iasted#speak_in -> iasted#Lecturer	 	1.228
confOf#Social_event	confOf#Social_event -> confOf#Event	confOf#Banquet, confOf#Reception, confOf#Trip	 	confOf#maxChoice -> confOf#positiveInteger, confOf#minChoice -> confOf#positiveInteger, confOf#has_short_title -> confOf#string, confOf#has_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#location -> confOf#string	edas#MealEvent	edas#MealEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	edas#ConferenceDinner	 	 	1.228
edas#WithdrawnPaper	edas#WithdrawnPaper -> edas#Paper -> edas#Document	 	 	 	ekaw#Submitted_Paper	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	1.228
confOf#Social_event	confOf#Social_event -> confOf#Event	confOf#Trip, confOf#Banquet, confOf#Reception	 	confOf#maxChoice -> confOf#positiveInteger, confOf#minChoice -> confOf#positiveInteger, confOf#has_short_title -> confOf#string, confOf#has_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#location -> confOf#string	ekaw#Scientific_Event	ekaw#Scientific_Event -> ekaw#Event	ekaw#Track, ekaw#Conference, ekaw#Session	 	 	1.228
iasted#Memeber_registration_fee	iasted#Memeber_registration_fee -> iasted#Registration_fee -> iasted#Fee -> iasted#Money	 	 	 	sigkdd#Registration_SIGKDD_Member	sigkdd#Registration_SIGKDD_Member -> sigkdd#Registration_fee -> sigkdd#Fee	 	 	 	1.228
confOf#Working_event	confOf#Working_event -> confOf#Event	confOf#Conference, confOf#Workshop, confOf#Tutorial	 	confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger	ekaw#Social_Event	ekaw#Social_Event -> ekaw#Event	ekaw#Conference_Trip, ekaw#Conference_Banquet	 	 	1.228
edas#PendingPaper	edas#PendingPaper -> edas#Paper -> edas#Document	 	 	 	ekaw#Assigned_Paper	ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	1.227
iasted#Listener	iasted#Listener -> iasted#Delegate -> iasted#Person	 	iasted#is_designed_for -> iasted#Lecture, iasted#sign -> iasted#Record_of_attendance, iasted#is_signed_by -> iasted#Record_of_attendance	 	sigkdd#Speaker	sigkdd#Speaker -> sigkdd#Person	 	sigkdd#presentationed_by -> sigkdd#Document, sigkdd#presentation -> sigkdd#Document	 	1.227
ekaw#Assigned_Paper	ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	 	 	1.227
edas#WithdrawnPaper	edas#WithdrawnPaper -> edas#Paper -> edas#Document	 	 	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	 	 	1.227
cmt#Paper	cmt#Paper -> cmt#Document	 	 	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string	edas#WithdrawnPaper	edas#WithdrawnPaper -> edas#Paper -> edas#Document	 	 	 	1.227
edas#WithdrawnPaper	edas#WithdrawnPaper -> edas#Paper -> edas#Document	 	 	 	ekaw#Paper	ekaw#Paper -> ekaw#Document	 	 	 	1.227
conference#Reviewer	conference#Reviewer -> conference#Person	 	conference#belongs_to_reviewers -> conference#Review_expertise	 	confOf#Author	confOf#Author -> confOf#Person	 	confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution	 	1.226
iasted#Speaker	iasted#Speaker -> iasted#Delegate -> iasted#Person	iasted#Author, iasted#Reviewer	iasted#is_writen_by -> iasted#Submission, iasted#give -> iasted#Lecture, iasted#write -> iasted#Final_manuscript, iasted#is_prepared_by -> iasted#Transparency	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	sigkdd#Author_of_paper, sigkdd#Author_of_paper_student	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper	 	1.225
cmt#Administrator	cmt#Administrator -> cmt#User -> cmt#Person	 	cmt#acceptedBy -> cmt#Paper, cmt#rejectPaper -> cmt#Paper, cmt#rejectedBy -> cmt#Paper	 	ekaw#Possible_Reviewer	ekaw#Possible_Reviewer -> ekaw#Person	 	ekaw#hasReviewer -> ekaw#Paper, ekaw#reviewerOfPaper -> ekaw#Paper	 	1.224
iasted#Memeber_registration_fee	iasted#Memeber_registration_fee -> iasted#Registration_fee -> iasted#Fee -> iasted#Money	 	 	 	sigkdd#Registration_SIGMOD_Member	sigkdd#Registration_SIGMOD_Member -> sigkdd#Registration_fee -> sigkdd#Fee	 	 	 	1.224
cmt#PaperAbstract	cmt#PaperAbstract -> cmt#Paper -> cmt#Document	 	 	 	ekaw#Paper	ekaw#Paper -> ekaw#Document	 	 	 	1.224
cmt#PaperAbstract	cmt#PaperAbstract -> cmt#Paper -> cmt#Document	 	 	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	 	 	1.224
cmt#PaperAbstract	cmt#PaperAbstract -> cmt#Paper -> cmt#Document	 	 	 	edas#Paper	edas#Paper -> edas#Document	 	 	 	1.224
edas#ConferenceChair	edas#ConferenceChair -> edas#Person	 	edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call, edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper	 	iasted#Speaker	iasted#Speaker -> iasted#Delegate -> iasted#Person	 	iasted#is_writen_by -> iasted#Submission, iasted#give -> iasted#Lecture	 	1.224
iasted#Document	iasted#Document -> iasted#Item	 	 	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	 	 	1.223
conference#Conference_document	 	conference#Conference_announcement, conference#Conference_www, conference#Conference_contribution	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	conference#has_a_date_of_issue -> conference#date	iasted#Activity	 	iasted#Conference_activity, iasted#Activity_after_conference, iasted#Activity_before_conference	iasted#give -> iasted#Person, iasted#is_given_by -> iasted#Person, iasted#is_designed_for -> iasted#Person	iasted#is_dated_on -> iasted#dateTime	1.222
conference#Conference_volume	conference#Conference_volume -> conference#Conference	 	conference#has_parts -> conference#Conference_part, conference#is_part_of_conference_volumes -> conference#Conference_part, conference#is_submitted_at -> conference#Conference_contribution, conference#has_contributions -> conference#Conference_contribution	conference#has_a_location -> conference#string	iasted#Conference_hotel	iasted#Conference_hotel -> iasted#Building -> iasted#Place	 	iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city	 	1.221
edas#Workshop	edas#Workshop -> edas#AcademicEvent -> edas#ConferenceEvent	 	 	 	ekaw#Workshop_Session	ekaw#Workshop_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	 	 	 	1.221
edas#IndustryOrganization	edas#IndustryOrganization -> edas#Organization	 	 	 	ekaw#Organising_Agency	ekaw#Organising_Agency -> ekaw#Organisation	 	 	 	1.219
iasted#Submissions_deadline	iasted#Submissions_deadline -> iasted#Deadline -> iasted#Time	 	 	 	sigkdd#Deadline_Abstract_Submission	sigkdd#Deadline_Abstract_Submission -> sigkdd#Deadline	 	 	 	1.218
cmt#Review	cmt#Review -> cmt#Document	cmt#Meta-Review	cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer, cmt#endReview -> cmt#ProgramCommitteeChair	 	iasted#Submission	iasted#Submission -> iasted#Document -> iasted#Item	iasted#Final_manuscript, iasted#Initial_manuscipt	iasted#is_writen_by -> iasted#Speaker	 	1.216
edas#Sponsorship	 	edas#TravelGrant	edas#providedBy -> edas#Organization, edas#isProviderOf -> edas#Organization	edas#hasCostAmount -> edas#int, edas#hasCostCurrency -> edas#string	iasted#Money	 	iasted#Sponzorship, iasted#Tax, iasted#Fee, iasted#Tip	iasted#is_paid_for -> iasted#Activity, iasted#is_designed_for -> iasted#Activity, iasted#is_paid_in -> iasted#Building	iasted#has_amount_of -> iasted#int	1.216
cmt#ConferenceMember	cmt#ConferenceMember -> cmt#Person	cmt#Reviewer, cmt#Author, cmt#ConferenceChair, cmt#AssociatedChair	cmt#hasConferenceMember -> cmt#Conference, cmt#memberOfConference -> cmt#Conference	 	iasted#Speaker	iasted#Speaker -> iasted#Delegate -> iasted#Person	iasted#Reviewer, iasted#Author	iasted#give -> iasted#Lecture, iasted#is_writen_by -> iasted#Submission, iasted#is_prepared_by -> iasted#Transparency	 	1.214
ekaw#Submitted_Paper	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	 	 	1.214
cmt#Reviewer	cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	cmt#Meta-Reviewer	cmt#writtenBy -> cmt#Review, cmt#writeReview -> cmt#Review, cmt#assignedByReviewer -> cmt#ExternalReviewer	 	ekaw#Paper	ekaw#Paper -> ekaw#Document	ekaw#Poster_Paper, ekaw#Submitted_Paper, ekaw#Workshop_Paper, ekaw#Demo_Paper, ekaw#Industrial_Paper, ekaw#Regular_Paper	ekaw#hasReview -> ekaw#Review, ekaw#reviewOfPaper -> ekaw#Review, ekaw#hasReviewer -> ekaw#Possible_Reviewer, ekaw#reviewerOfPaper -> ekaw#Possible_Reviewer	 	1.214
conference#Reviewer	conference#Reviewer -> conference#Person	 	conference#belongs_to_reviewers -> conference#Review_expertise, conference#has_a_review_reference_or_expertise -> conference#Review_expertise, conference#belongs_to_reviewers -> conference#Review_preference, conference#has_a_review_reference_or_expertise -> conference#Review_preference	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	 	sigkdd#obtain -> sigkdd#Award	 	1.214
cmt#ProgramCommitteeChair	cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	 	 	 	sigkdd#Program_Committee	sigkdd#Program_Committee -> sigkdd#Committee	 	 	 	1.214
confOf#Author	confOf#Author -> confOf#Person	 	confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution	 	sigkdd#Author_of_paper_student	sigkdd#Author_of_paper_student -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	 	sigkdd#award -> sigkdd#Best_Student_Paper_Award	 	1.213
cmt#ConferenceMember	cmt#ConferenceMember -> cmt#Person	 	cmt#hasConferenceMember -> cmt#Conference, cmt#memberOfConference -> cmt#Conference	 	iasted#Conference_hotel	iasted#Conference_hotel -> iasted#Building -> iasted#Place	 	iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city, iasted#is_situated_in -> iasted#Hotel_room	 	1.212
iasted#Lecturer	iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	iasted#Student_lecturer, iasted#Worker_lecturer	iasted#speak_in -> iasted#Session_room	 	sigkdd#Speaker	sigkdd#Speaker -> sigkdd#Person	sigkdd#Author, sigkdd#Invited_Speaker	sigkdd#presentationed_by -> sigkdd#Document, sigkdd#presentation -> sigkdd#Document	 	1.212
ekaw#Positive_Review	ekaw#Positive_Review -> ekaw#Review -> ekaw#Document	 	ekaw#hasReview -> ekaw#Accepted_Paper	 	iasted#Review	iasted#Review -> iasted#Document -> iasted#Item	 	iasted#is_writen_by -> iasted#Reviewer	 	1.21
iasted#Deadline	iasted#Deadline -> iasted#Time	 	iasted#is_designed_for -> iasted#Delegate	iasted#done_till -> iasted#date	sigkdd#Deadline_Author_notification	sigkdd#Deadline_Author_notification -> sigkdd#Deadline	 	sigkdd#notification_until -> sigkdd#Author	 	1.208
edas#PublishedPaper	edas#PublishedPaper -> edas#Paper -> edas#Document	 	 	 	ekaw#Conference_Paper	ekaw#Conference_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	1.207
conference#Chair	conference#Chair -> conference#Committee_member -> conference#Person	 	conference#has_a_committee_chair -> conference#Committee, conference#was_a_committee_chair_of -> conference#Committee	 	iasted#Speaker	iasted#Speaker -> iasted#Delegate -> iasted#Person	 	iasted#give -> iasted#Lecture, iasted#is_writen_by -> iasted#Submission, iasted#is_prepared_by -> iasted#Transparency	 	1.207
edas#ActivePaper	edas#ActivePaper -> edas#Paper -> edas#Document	 	 	 	ekaw#Poster_Paper	ekaw#Poster_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	1.207
ekaw#Review	ekaw#Review -> ekaw#Document	ekaw#Negative_Review, ekaw#Neutral_Review, ekaw#Positive_Review	ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper, ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	sigkdd#Author_of_paper, sigkdd#Author_of_paper_student	sigkdd#submit -> sigkdd#Paper, sigkdd#obtain -> sigkdd#Award, sigkdd#notification_until -> sigkdd#Deadline_Author_notification	 	1.207
edas#MeetingRoomPlace	edas#MeetingRoomPlace -> edas#Place	 	 	 	iasted#Session_room	iasted#Session_room -> iasted#Place	 	 	 	1.207
cmt#ProgramCommitteeMember	cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	 	cmt#hasProgramCommitteeMember -> cmt#ProgramCommittee, cmt#memberOfProgramCommittee -> cmt#ProgramCommittee	cmt#maxPapers -> cmt#int	conference#Conference_volume	conference#Conference_volume -> conference#Conference	 	conference#has_a_program_committee -> conference#Program_committee, conference#was_a_program_committee_of -> conference#Program_committee, conference#has_a_commtitee -> conference#Committee, conference#was_a_committee_of -> conference#Committee	conference#has_a_location -> conference#string	1.206
conference#Committee_member	conference#Committee_member -> conference#Person	conference#Chair, conference#Co-chair	 	 	ekaw#PC_Member	ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person	ekaw#Session_Chair, ekaw#Workshop_Chair, ekaw#Tutorial_Chair, ekaw#PC_Chair	 	 	1.206
ekaw#Camera_Ready_Paper	ekaw#Camera_Ready_Paper -> ekaw#Paper -> ekaw#Document	 	ekaw#writtenBy -> ekaw#Conference_Participant, ekaw#presentationOfPaper -> ekaw#Contributed_Talk, ekaw#updatedVersionOf -> ekaw#Accepted_Paper	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	sigkdd#submit -> sigkdd#Author	 	1.206
cmt#ExternalReviewer	cmt#ExternalReviewer -> cmt#Person	 	cmt#assignedByReviewer -> cmt#Reviewer, cmt#assignExternalReviewer -> cmt#Reviewer	 	iasted#Review	iasted#Review -> iasted#Document -> iasted#Item	 	iasted#is_writen_by -> iasted#Reviewer	 	1.204
confOf#Member_PC	confOf#Member_PC -> confOf#Person	 	confOf#expertOn -> confOf#Topic	 	edas#TPCMember	edas#TPCMember -> edas#Person	 	edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper, edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call	 	1.204
conference#Conference_document	 	conference#Review, conference#Call_for_paper, conference#Conference_announcement	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	conference#has_a_date_of_issue -> conference#date	edas#Document	 	edas#Review, edas#Paper, edas#Programme	edas#relatesTo -> edas#Person, edas#hasRelatedDocument -> edas#Person, edas#hasRelatedDocument -> edas#Conference, edas#relatesTo -> edas#Conference	 	1.203
conference#Conference_volume	conference#Conference_volume -> conference#Conference	 	conference#has_parts -> conference#Conference_part, conference#is_part_of_conference_volumes -> conference#Conference_part, conference#is_submitted_at -> conference#Conference_contribution, conference#has_contributions -> conference#Conference_contribution	conference#has_a_location -> conference#string	iasted#Conference_restaurant	iasted#Conference_restaurant -> iasted#Building -> iasted#Place	 	iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city	 	1.202
cmt#Administrator	cmt#Administrator -> cmt#User -> cmt#Person	 	cmt#paperAssignmentToolsRunBy -> cmt#Conference, cmt#enterReviewCriteria -> cmt#Conference, cmt#runPaperAssignmentTools -> cmt#Conference, cmt#enableVirtualMeeting -> cmt#Conference, cmt#virtualMeetingEnabledBy -> cmt#Conference, cmt#detailsEnteredBy -> cmt#Conference	 	iasted#Speaker	iasted#Speaker -> iasted#Delegate -> iasted#Person	 	iasted#give -> iasted#Lecture	 	1.202
edas#AcademicEvent	edas#AcademicEvent -> edas#ConferenceEvent	edas#TalkEvent, edas#OrganizationalMeeting, edas#Workshop	 	 	ekaw#Social_Event	ekaw#Social_Event -> ekaw#Event	ekaw#Conference_Banquet, ekaw#Conference_Trip	 	 	1.202
cmt#Conference	 	 	cmt#hasConferenceMember -> cmt#ConferenceMember, cmt#memberOfConference -> cmt#ConferenceMember	cmt#siteURL -> cmt#anyURI, cmt#acceptsHardcopySubmissions -> cmt#boolean, cmt#logoURL -> cmt#anyURI, cmt#reviewsPerPaper -> cmt#int, cmt#name -> cmt#string, cmt#date -> cmt#date	edas#Call	 	 	edas#initiates -> edas#ConferenceChair, edas#isInitiatedBy -> edas#ConferenceChair, edas#initiates -> edas#TPCMember, edas#isInitiatedBy -> edas#TPCMember	edas#hasSubmissionDeadline -> edas#dateTime, edas#hasSubmissionInstructions -> edas#string	1.202
edas#AcademicEvent	edas#AcademicEvent -> edas#ConferenceEvent	edas#TalkEvent, edas#Workshop, edas#PaperPresentation	edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document	 	ekaw#Individual_Presentation	ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event	ekaw#Contributed_Talk, ekaw#Invited_Talk, ekaw#Tutorial	ekaw#presentationOfPaper -> ekaw#Paper, ekaw#paperPresentedAs -> ekaw#Paper, ekaw#hasEvent -> ekaw#Session	 	1.201
