Term 1	Term 2	Label (Arvind)	Label (Harshit)	Label (Vivek)	Ancestors 1	Ancestors 2	Children 1	Children 2	Object Property 1 	Object Property 2	Datatype Property 1	Datatype Property 2	Score
cmt#Paper	iasted#Mailing_list				cmt#Paper -> cmt#Document	iasted#Mailing_list -> iasted#Document -> iasted#Item			cmt#markConflictOfInterest -> cmt#Chairman, cmt#acceptedBy -> cmt#Administrator, cmt#rejectPaper -> cmt#Administrator, cmt#rejectedBy -> cmt#Administrator, cmt#acceptPaper -> cmt#Administrator, cmt#hasBid -> cmt#Bid	iasted#is_designed_for -> iasted#Delegate	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		0.984
conference#Conference_contributor	iasted#Conference_Hiker				conference#Conference_contributor -> conference#Person	iasted#Conference_Hiker -> iasted#Delegate -> iasted#Person							0.984
conference#Conference_document	iasted#Money						conference#Review, conference#Conference_announcement, conference#Conference_contribution	iasted#Fee, iasted#Tip, iasted#Tax, iasted#Sponzorship	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	iasted#pay -> iasted#Person, iasted#is_designed_for -> iasted#Person, iasted#is_paid_by -> iasted#Person	conference#has_a_date_of_issue -> conference#date	iasted#has_amount_of -> iasted#int	0.984
ekaw#Conference_Banquet	iasted#Conference_restaurant				ekaw#Conference_Banquet -> ekaw#Social_Event -> ekaw#Event	iasted#Conference_restaurant -> iasted#Building -> iasted#Place							0.984
edas#AcademicEvent	ekaw#Session				edas#AcademicEvent -> edas#ConferenceEvent	ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	edas#Workshop, edas#OrganizationalMeeting, edas#PaperPresentation, edas#TalkEvent	ekaw#Workshop_Session, ekaw#Conference_Session, ekaw#Demo_Session, ekaw#Poster_Session	edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document, edas#hasCall -> edas#Call, edas#forEvent -> edas#Call	ekaw#hasEvent -> ekaw#Individual_Presentation			0.984
edas#Attendee	sigkdd#Listener				edas#Attendee -> edas#Person	sigkdd#Listener -> sigkdd#Person							0.984
cmt#ConferenceChair	conference#Conference_volume				cmt#ConferenceChair -> cmt#ConferenceMember -> cmt#Person	conference#Conference_volume -> conference#Conference						conference#has_a_location -> conference#string	0.984
cmt#Paper	conference#Call_for_paper				cmt#Paper -> cmt#Document	conference#Call_for_paper -> conference#Conference_document					cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		0.984
conference#Call_for_paper	edas#Paper				conference#Call_for_paper -> conference#Conference_document	edas#Paper -> edas#Document							0.984
conference#Call_for_paper	sigkdd#Paper				conference#Call_for_paper -> conference#Conference_document	sigkdd#Paper -> sigkdd#Document							0.984
conference#Call_for_paper	ekaw#Paper				conference#Call_for_paper -> conference#Conference_document	ekaw#Paper -> ekaw#Document							0.984
ekaw#Event	sigkdd#Place						ekaw#Social_Event, ekaw#Scientific_Event	sigkdd#Conference_hall, sigkdd#Hotel, sigkdd#Main_office	ekaw#organises -> ekaw#Person, ekaw#organisedBy -> ekaw#Person, ekaw#heldIn -> ekaw#Location, ekaw#locationOf -> ekaw#Location, ekaw#listsEvent -> ekaw#Web_Site, ekaw#eventOnList -> ekaw#Web_Site	sigkdd#can_stay_in -> sigkdd#Person			0.984
conference#Contribution_co-author	confOf#Author				conference#Contribution_co-author -> conference#Regular_author -> conference#Conference_contributor -> conference#Person	confOf#Author -> confOf#Person							0.984
edas#TPCMember	sigkdd#Organizing_Committee_member				edas#TPCMember -> edas#Person	sigkdd#Organizing_Committee_member -> sigkdd#Organizator -> sigkdd#Person							0.984
edas#SocialEvent	ekaw#Conference_Banquet				edas#SocialEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	ekaw#Conference_Banquet -> ekaw#Social_Event -> ekaw#Event							0.984
confOf#Paper	edas#PendingPaper				confOf#Paper -> confOf#Contribution	edas#PendingPaper -> edas#Paper -> edas#Document							0.984
conference#Presentation	iasted#Conference_days				conference#Presentation -> conference#Conference_contribution -> conference#Conference_document	iasted#Conference_days -> iasted#Time	conference#Invited_talk	iasted#One_conference_day	conference#gives_presentations -> conference#Active_conference_participant, conference#is_given_by -> conference#Active_conference_participant	iasted#is_held_in -> iasted#Conference_activity, iasted#is_held_after -> iasted#Activity_after_conference, iasted#is_held_before -> iasted#Activity_before_conference			0.983
edas#AcceptedPaper	iasted#Accepting_manuscript				edas#AcceptedPaper -> edas#Paper -> edas#Document	iasted#Accepting_manuscript -> iasted#Activity_before_conference -> iasted#Activity			edas#relatedToPaper -> edas#PaperPresentation, edas#relatedToEvent -> edas#PaperPresentation	iasted#go_through -> iasted#Final_manuscript			0.983
conference#Reviewed_contribution	edas#Paper				conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	edas#Paper -> edas#Document	conference#Accepted_contribution, conference#Rejected_contribution	edas#AcceptedPaper, edas#RejectedPaper, edas#WithdrawnPaper, edas#PublishedPaper	conference#has_a_review -> conference#Review, conference#reviews -> conference#Review	edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#Reviewer, edas#isTopicOf -> edas#Topic, edas#hasTopic -> edas#Topic			0.983
iasted#Session_chair	sigkdd#Program_Chair				iasted#Session_chair -> iasted#Delegate -> iasted#Person	sigkdd#Program_Chair -> sigkdd#Organizator -> sigkdd#Person							0.983
iasted#Deadline_hotel_reservation	sigkdd#Deadline_Paper_Submission				iasted#Deadline_hotel_reservation -> iasted#Deadline -> iasted#Time	sigkdd#Deadline_Paper_Submission -> sigkdd#Deadline							0.983
confOf#Assistant	ekaw#Student				confOf#Assistant -> confOf#Person	ekaw#Student -> ekaw#Person							0.983
cmt#Review	conference#Presentation				cmt#Review -> cmt#Document	conference#Presentation -> conference#Conference_contribution -> conference#Conference_document	cmt#Meta-Review	conference#Invited_talk	cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer, cmt#endReview -> cmt#ProgramCommitteeChair	conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract, conference#gives_presentations -> conference#Active_conference_participant, conference#is_given_by -> conference#Active_conference_participant			0.983
edas#ConferenceChair	iasted#Lecturer				edas#ConferenceChair -> edas#Person	iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person			edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call	iasted#speak_in -> iasted#Session_room			0.983
cmt#Paper	sigkdd#Author_of_paper				cmt#Paper -> cmt#Document	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			cmt#readByMeta-Reviewer -> cmt#Meta-Reviewer, cmt#readByReviewer -> cmt#Reviewer, cmt#markConflictOfInterest -> cmt#Reviewer, cmt#readPaper -> cmt#Reviewer, cmt#assignedTo -> cmt#Reviewer	sigkdd#award -> sigkdd#Best_Research_Paper_Award, sigkdd#award -> sigkdd#Best_Applications_Paper_Award	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		0.983
conference#Conference_document	sigkdd#Registration_fee					sigkdd#Registration_fee -> sigkdd#Fee	conference#Call_for_participation, conference#Information_for_participants	sigkdd#Registration_SIGKDD_Member, sigkdd#Registration_Non-Member, sigkdd#Registration_Student, sigkdd#Registration_SIGMOD_Member	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	sigkdd#payed_by -> sigkdd#Person, sigkdd#pay -> sigkdd#Person	conference#has_a_date_of_issue -> conference#date	sigkdd#Currency -> sigkdd#string, sigkdd#Price -> sigkdd#int	0.982
ekaw#Assigned_Paper	iasted#Payment_document				ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	iasted#Payment_document -> iasted#Document -> iasted#Item	ekaw#Evaluated_Paper	iasted#Bank_transfer, iasted#Cheque					0.982
edas#SessionChair	iasted#Delegate				edas#SessionChair -> edas#Person	iasted#Delegate -> iasted#Person			edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper, edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call	iasted#is_given_to -> iasted#Form, iasted#is_designed_for -> iasted#Registration, iasted#is_needed_for -> iasted#Viza, iasted#need -> iasted#Viza			0.982
edas#TalkEvent	ekaw#Conference_Banquet				edas#TalkEvent -> edas#AcademicEvent -> edas#ConferenceEvent	ekaw#Conference_Banquet -> ekaw#Social_Event -> ekaw#Event							0.982
ekaw#Presenter	iasted#Presenter_house				ekaw#Presenter -> ekaw#Conference_Participant -> ekaw#Person	iasted#Presenter_house -> iasted#Building -> iasted#Place							0.982
edas#ConferenceChair	sigkdd#Conference_hall				edas#ConferenceChair -> edas#Person	sigkdd#Conference_hall -> sigkdd#Place							0.982
cmt#Paper	conference#Conference_www				cmt#Paper -> cmt#Document	conference#Conference_www -> conference#Conference_document					cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string	conference#has_a_URL -> conference#string	0.981
cmt#Paper	edas#Programme				cmt#Paper -> cmt#Document	edas#Programme -> edas#Document			cmt#markConflictOfInterest -> cmt#Chairman, cmt#hasDecision -> cmt#Decision, cmt#hasBid -> cmt#Bid	edas#hasProgramme -> edas#ConferenceEvent, edas#belongsToEvent -> edas#ConferenceEvent	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		0.981
ekaw#Student	sigkdd#Speaker				ekaw#Student -> ekaw#Person	sigkdd#Speaker -> sigkdd#Person							0.981
conference#Organizing_committee	ekaw#Conference				conference#Organizing_committee -> conference#Committee	ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event			conference#was_an_organizing_committee_of -> conference#Conference_volume, conference#has_an_organizing_committee -> conference#Conference_volume	ekaw#partOfEvent -> ekaw#Conference_Session			0.981
edas#Call	sigkdd#Deadline						edas#CallForPapers, edas#CallForManuscripts, edas#CallForReviews	sigkdd#Deadline_Paper_Submission, sigkdd#Deadline_Author_notification, sigkdd#Deadline_Abstract_Submission	edas#isInitiatedBy -> edas#SessionChair, edas#initiates -> edas#SessionChair, edas#initiates -> edas#ConferenceChair, edas#isInitiatedBy -> edas#ConferenceChair, edas#hasCall -> edas#AcademicEvent, edas#forEvent -> edas#AcademicEvent	sigkdd#submit_until -> sigkdd#Document	edas#hasSubmissionDeadline -> edas#dateTime, edas#hasSubmissionInstructions -> edas#string	sigkdd#Date -> sigkdd#dateTime	0.981
cmt#Author	conference#Abstract				cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	conference#Abstract -> conference#Extended_abstract -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document			cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper	conference#is_the_1th_part_of -> conference#Paper, conference#has_an_abstract -> conference#Paper			0.981
cmt#Reviewer	conference#Committee_member				cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	conference#Committee_member -> conference#Person	cmt#Meta-Reviewer	conference#Chair, conference#Co-chair	cmt#writtenBy -> cmt#Review, cmt#writeReview -> cmt#Review, cmt#adjustedBy -> cmt#Bid	conference#was_a_member_of -> conference#Committee, conference#has_members -> conference#Committee			0.981
ekaw#Demo_Session	iasted#Session_room				ekaw#Demo_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Session_room -> iasted#Place							0.981
confOf#Scholar	iasted#Author				confOf#Scholar -> confOf#Person	iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person			confOf#studyAt -> confOf#University	iasted#prepare -> iasted#Transparency, iasted#give -> iasted#Brief_introduction_for_Session_chair, iasted#is_given_by -> iasted#Brief_introduction_for_Session_chair			0.981
confOf#Short_paper	ekaw#Conference_Paper				confOf#Short_paper -> confOf#Contribution	ekaw#Conference_Paper -> ekaw#Paper -> ekaw#Document							0.981
cmt#Conference	iasted#Conference_hotel					iasted#Conference_hotel -> iasted#Building -> iasted#Place			cmt#hasConferenceMember -> cmt#ConferenceMember, cmt#memberOfConference -> cmt#ConferenceMember, cmt#paperAssignmentToolsRunBy -> cmt#Administrator, cmt#enterReviewCriteria -> cmt#Administrator	iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city, iasted#is_designed_for -> iasted#Hotel_presenter	cmt#siteURL -> cmt#anyURI, cmt#acceptsHardcopySubmissions -> cmt#boolean, cmt#logoURL -> cmt#anyURI, cmt#reviewsPerPaper -> cmt#int, cmt#name -> cmt#string, cmt#date -> cmt#date		0.981
ekaw#Workshop_Session	iasted#Session				ekaw#Workshop_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity							0.981
conference#Workshop	iasted#Conference_city				conference#Workshop -> conference#Conference_part	iasted#Conference_city -> iasted#City			conference#has_workshops -> conference#Conference_volume	iasted#is_situated_in -> iasted#Conference_building, iasted#is_situated_in -> iasted#Conference_airport, iasted#is_situated_in -> iasted#Conference_hotel, iasted#is_situated_in -> iasted#Conference_restaurant, iasted#is_visited_by -> iasted#Delegate, iasted#is_situated_in -> iasted#Place			0.98
conference#Committee_member	iasted#IASTED_member				conference#Committee_member -> conference#Person	iasted#IASTED_member -> iasted#Delegate -> iasted#Person			conference#was_a_member_of -> conference#Committee, conference#has_members -> conference#Committee	iasted#is_designed_for -> iasted#Memeber_registration_fee			0.98
edas#WithdrawnPaper	iasted#Document				edas#WithdrawnPaper -> edas#Paper -> edas#Document	iasted#Document -> iasted#Item							0.98
edas#OrganizationalMeeting	ekaw#Organising_Agency				edas#OrganizationalMeeting -> edas#AcademicEvent -> edas#ConferenceEvent	ekaw#Organising_Agency -> ekaw#Organisation							0.98
conference#Chair	iasted#Delegate				conference#Chair -> conference#Committee_member -> conference#Person	iasted#Delegate -> iasted#Person			conference#has_a_committee_chair -> conference#Committee, conference#was_a_committee_chair_of -> conference#Committee	iasted#is_visited_by -> iasted#Conference_state, iasted#is_occupied_by -> iasted#Conference_building, iasted#is_visited_by -> iasted#Conference_city			0.98
confOf#Working_event	edas#Call				confOf#Working_event -> confOf#Event		confOf#Tutorial, confOf#Workshop, confOf#Conference	edas#CallForReviews, edas#CallForPapers, edas#CallForManuscripts	confOf#hasAdministrativeEvent -> confOf#Administrative_event	edas#hasCall -> edas#AcademicEvent, edas#forEvent -> edas#AcademicEvent, edas#initiates -> edas#ConferenceChair, edas#isInitiatedBy -> edas#ConferenceChair, edas#isInitiatedBy -> edas#SessionChair, edas#initiates -> edas#SessionChair	confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger	edas#hasSubmissionDeadline -> edas#dateTime, edas#hasSubmissionInstructions -> edas#string	0.98
confOf#Administrator	sigkdd#Speaker				confOf#Administrator -> confOf#Person	sigkdd#Speaker -> sigkdd#Person							0.979
conference#Reviewer	iasted#Hotel_presenter				conference#Reviewer -> conference#Person	iasted#Hotel_presenter -> iasted#Delegate -> iasted#Person			conference#belongs_to_reviewers -> conference#Review_expertise, conference#has_a_review_reference_or_expertise -> conference#Review_expertise, conference#belongs_to_reviewers -> conference#Review_preference, conference#has_a_review_reference_or_expertise -> conference#Review_preference	iasted#is_paid_by -> iasted#Hotel_fee			0.979
edas#Workshop	ekaw#Workshop_Chair				edas#Workshop -> edas#AcademicEvent -> edas#ConferenceEvent	ekaw#Workshop_Chair -> ekaw#Conference_Participant -> ekaw#Person, ekaw#Workshop_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person							0.979
confOf#Science_Worker	ekaw#Student				confOf#Science_Worker -> confOf#Person	ekaw#Student -> ekaw#Person							0.979
conference#Presentation	iasted#Conference_activity				conference#Presentation -> conference#Conference_contribution -> conference#Conference_document	iasted#Conference_activity -> iasted#Activity	conference#Invited_talk	iasted#Welcome_address, iasted#Presentation, iasted#Introduction, iasted#Lecture, iasted#Coctail_reception, iasted#Registration	conference#gives_presentations -> conference#Active_conference_participant, conference#is_given_by -> conference#Active_conference_participant, conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract	iasted#is_held_in -> iasted#Conference_state, iasted#is_held_in -> iasted#Conference_days			0.979
